Unnamed: 0,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
1660,5,6,1975,1975,176.0,1076,0,1076,1,1,3,5,1,2.0,576.0,0,0,143195
528,6,6,1958,1988,183.0,1632,0,1632,2,0,3,6,1,1.0,338.0,289,0,139000
346,4,9,1965,2001,0.0,960,0,960,0,0,0,3,0,1.0,364.0,88,0,145000
1423,5,7,1951,1951,0.0,876,0,876,1,0,2,5,1,2.0,576.0,0,0,94000
2013,6,5,1993,1993,0.0,1280,1215,2495,2,1,4,9,1,2.0,660.0,224,32,243500
1146,6,5,1998,1998,0.0,789,676,1465,2,1,3,7,1,2.0,393.0,0,75,180400
2025,8,5,2006,2006,0.0,1054,1335,2389,2,1,4,10,1,3.0,672.0,176,64,298236
1043,7,5,2004,2004,0.0,744,630,1374,2,1,3,7,0,2.0,400.0,0,0,167000
601,7,5,2005,2005,96.0,831,754,1585,2,1,3,7,0,2.0,449.0,100,77,184900
1341,6,6,1959,1959,220.0,1194,0,1194,1,0,3,6,0,1.0,312.0,0,0,148000
243,7,5,2007,2008,210.0,1218,0,1218,2,0,2,6,0,2.0,462.0,168,168,230348
930,5,5,1956,1956,120.0,1048,0,1048,1,0,3,6,0,1.0,286.0,0,20,135000
802,5,7,1994,1994,0.0,990,0,990,1,0,3,5,0,2.0,528.0,168,0,155000
1226,5,5,1972,1972,356.0,630,672,1302,2,1,3,6,0,1.0,264.0,0,0,111750
1514,5,5,1961,1961,0.0,864,0,864,1,0,2,5,0,1.0,440.0,158,0,122000
312,4,5,1920,1950,0.0,986,376,1362,2,0,4,7,0,1.0,280.0,0,0,96000
435,7,5,1992,1993,52.0,1187,0,1187,2,0,3,6,0,2.0,420.0,0,21,160000
1949,6,5,2000,2000,40.0,1022,1032,2054,2,1,3,7,1,2.0,390.0,24,48,244000
974,6,7,1920,1950,0.0,1584,1208,2792,2,0,5,8,2,2.0,520.0,0,547,256000
308,6,5,1917,1950,0.0,1134,924,2058,1,1,3,8,1,2.0,396.0,0,0,129500
430,7,5,2004,2004,0.0,551,551,1102,2,1,2,4,0,2.0,480.0,0,60,148800
660,8,7,1925,1996,0.0,833,833,1666,1,0,3,7,1,1.0,228.0,192,63,161000
370,6,5,1964,1964,0.0,1246,0,1246,1,0,3,6,2,2.0,441.0,0,69,172000
566,5,6,1966,1966,97.0,1320,0,1320,1,0,3,6,2,2.0,564.0,160,68,164500
1023,3,1,1949,1992,0.0,1588,0,1588,2,0,5,6,0,0.0,0.0,0,0,65000
181,6,7,1957,1996,0.0,1236,0,1236,1,0,2,6,0,2.0,923.0,0,158,149700
906,6,6,1972,1972,425.0,483,504,987,1,1,2,5,0,1.0,288.0,0,0,97000
621,9,5,2005,2006,200.0,1922,0,1922,2,0,3,8,1,3.0,676.0,178,51,377426
1775,7,5,2001,2001,0.0,944,896,1840,2,1,3,6,0,2.0,622.0,0,45,230000
1223,7,5,2002,2002,40.0,1511,0,1511,2,0,2,5,1,2.0,398.0,130,30,246990
1948,7,5,1988,1989,70.0,1959,0,1959,3,0,5,9,0,3.0,766.0,0,0,171000
813,5,5,1959,1959,0.0,1700,0,1700,1,1,4,6,1,2.0,447.0,0,38,165500
1489,6,5,2005,2005,216.0,600,636,1236,2,1,2,4,0,2.0,480.0,0,166,152000
1889,5,5,1979,1979,0.0,1114,1114,2228,2,0,6,8,0,2.0,720.0,73,0,147983
962,6,6,1956,1994,0.0,1124,0,1124,1,0,3,6,1,1.0,353.0,0,211,153000
1102,5,5,1950,1950,0.0,1368,0,1368,1,0,3,6,0,1.0,195.0,0,41,120000
296,6,8,1928,2003,0.0,720,0,720,1,0,2,5,0,2.0,484.0,106,0,105900
941,6,5,1995,2002,190.0,1093,1721,2814,2,1,4,9,1,2.0,614.0,48,32,260000
461,7,5,2007,2007,0.0,1302,0,1302,2,0,3,6,0,2.0,436.0,0,22,176485
1335,7,7,1960,2007,0.0,2069,0,2069,2,0,4,9,1,2.0,505.0,0,0,242000
1758,8,5,2008,2008,186.0,1652,0,1652,2,0,2,5,1,2.0,482.0,162,53,392500
377,5,5,1961,1961,0.0,1114,0,1114,1,0,3,5,0,2.0,451.0,0,0,140000
798,7,5,2003,2003,0.0,1560,0,1560,2,0,3,7,0,2.0,573.0,100,150,201000
1133,7,5,1988,1988,42.0,980,734,1714,2,1,3,7,1,2.0,496.0,228,66,196500
105,5,6,1972,1972,144.0,1193,0,1193,2,0,2,6,0,2.0,501.0,140,153,146500
126,8,5,2004,2004,0.0,707,707,1414,2,1,3,6,1,2.0,403.0,100,35,178000
1018,8,5,2006,2006,248.0,1534,0,1534,2,0,3,7,1,2.0,484.0,168,46,215000
1161,7,5,2002,2002,0.0,1409,0,1409,1,1,1,4,1,2.0,576.0,0,144,245000
1290,6,5,1954,1954,0.0,854,424,1278,1,0,4,6,0,1.0,240.0,0,0,127500
355,9,5,2007,2007,452.0,1828,0,1828,2,0,3,9,1,3.0,774.0,0,108,314813
1657,6,5,1998,1998,0.0,926,678,1604,2,1,3,7,0,2.0,472.0,100,82,195500
682,10,5,2007,2008,816.0,2084,0,2084,2,0,2,7,1,3.0,1220.0,188,45,385000
1258,5,5,1957,1957,0.0,1364,0,1364,1,1,3,6,1,1.0,331.0,0,60,132000
1429,4,4,1922,1950,0.0,796,0,796,1,0,2,5,0,0.0,0.0,0,0,55000
1475,5,5,1965,1965,0.0,984,0,984,1,0,3,5,0,1.0,310.0,0,0,126000
209,6,7,1977,1977,0.0,1287,0,1287,1,1,2,5,2,2.0,541.0,302,39,173000
923,6,5,1950,1950,0.0,932,0,932,1,0,2,4,1,1.0,306.0,0,0,124000
140,4,5,1951,1951,0.0,864,0,864,1,0,2,4,0,2.0,400.0,0,0,141000
1474,7,5,2005,2005,240.0,1364,0,1364,2,0,2,6,1,2.0,484.0,192,36,185850
1616,5,5,1978,1978,76.0,907,0,907,1,0,3,5,0,1.0,343.0,72,0,140000
1289,5,7,1950,1950,0.0,988,0,988,1,0,3,6,0,1.0,276.0,0,80,119000
1614,5,6,1940,1950,0.0,1125,592,1717,1,1,2,7,1,1.0,410.0,0,0,194000
1537,7,5,2006,2007,306.0,1494,0,1494,2,0,3,7,1,3.0,840.0,160,33,279500
887,7,5,1977,1977,299.0,1156,866,2022,2,1,4,8,1,2.0,505.0,288,117,192000
931,4,6,1969,1969,72.0,936,0,936,1,0,2,4,0,1.0,288.0,16,0,111900
711,5,6,1959,1959,132.0,1041,0,1041,1,0,3,6,0,1.0,270.0,224,88,124500
1298,7,5,2006,2007,0.0,1335,0,1335,2,0,3,6,0,2.0,575.0,0,210,210400
904,6,5,2004,2004,0.0,813,702,1515,2,1,3,8,1,2.0,393.0,0,75,179000
892,6,5,1964,1964,272.0,1425,0,1425,2,0,3,7,1,2.0,576.0,0,0,180500
1239,6,6,1938,1958,0.0,1272,0,1969,2,0,4,9,1,2.0,400.0,0,34,141000
10,6,5,1971,1971,232.0,483,504,987,1,1,2,4,0,1.0,264.0,0,0,85400
1738,5,5,1968,1968,0.0,864,0,864,1,0,2,4,0,1.0,280.0,226,0,137250
1765,7,4,1931,1950,600.0,1226,592,1818,1,1,4,7,2,1.0,240.0,0,0,169500
282,6,6,1975,1975,0.0,855,601,1456,2,1,3,6,1,2.0,440.0,173,0,149900
810,6,5,1972,1972,288.0,1012,778,1790,1,2,4,8,1,2.0,484.0,148,0,165150
1121,6,5,1993,1994,0.0,630,690,1320,2,1,3,5,0,2.0,484.0,0,48,137000
291,4,5,1956,1956,0.0,832,505,1337,1,0,3,5,0,1.0,263.0,0,0,108000
754,5,5,1951,1951,0.0,1112,0,1112,1,0,2,5,0,2.0,480.0,0,0,126000
626,7,5,1996,1997,0.0,910,910,1820,2,1,3,8,1,3.0,816.0,318,32,213000
985,7,5,2007,2007,0.0,1290,0,1290,2,0,2,6,1,2.0,662.0,168,0,200000
1009,5,5,1975,1981,0.0,1701,0,1701,2,0,3,6,2,2.0,611.0,0,0,171000
129,5,5,1967,1967,0.0,1092,564,1656,1,1,3,7,1,1.0,288.0,0,180,126000
1206,7,5,2006,2006,0.0,1301,0,1301,2,0,2,5,1,2.0,572.0,216,121,187750
843,3,4,1922,1950,0.0,1077,0,1077,1,0,3,6,1,1.0,210.0,0,100,91000
323,5,6,1984,1984,0.0,887,0,887,1,0,3,5,0,1.0,288.0,140,0,124500
1505,5,5,1968,1968,168.0,1052,0,1052,1,1,3,5,0,1.0,288.0,356,0,138500
881,7,5,2006,2006,0.0,1141,0,1141,1,1,3,6,0,2.0,484.0,182,0,152000
1006,8,5,1998,1999,0.0,1210,1242,2452,2,1,4,9,1,2.0,683.0,208,50,267000
1914,6,5,2005,2005,135.0,1306,0,1306,2,0,1,5,1,2.0,624.0,170,63,196000
905,8,5,2006,2007,258.0,1537,0,1537,2,0,3,8,0,3.0,788.0,0,26,294000
1345,5,4,1972,1972,0.0,1001,640,1641,2,0,4,5,1,2.0,490.0,0,0,140000
695,5,6,1975,2001,0.0,1558,0,1558,2,0,2,5,0,2.0,440.0,140,0,163000
215,8,5,2004,2005,16.0,1269,0,1269,2,0,2,6,1,2.0,430.0,146,20,192000
1618,6,7,1967,1997,256.0,1271,1369,2640,2,1,5,8,1,2.0,515.0,0,120,256900
2039,4,6,1970,1970,189.0,546,546,1092,1,1,3,5,0,0.0,0.0,0,64,93900
1293,7,7,1978,1978,168.0,1420,1420,2840,2,1,4,8,2,4.0,1314.0,0,16,292500
158,4,5,1970,1970,160.0,960,0,960,1,0,3,6,0,2.0,576.0,0,288,129000
1087,8,5,2005,2005,130.0,1168,1332,2500,3,1,5,9,1,3.0,683.0,192,32,355000
1040,7,5,2005,2005,0.0,520,623,1223,2,1,2,4,0,2.0,480.0,0,166,147400
932,5,7,1962,1980,0.0,1283,0,1283,1,0,3,6,0,2.0,506.0,0,0,140000
841,7,7,1954,2005,0.0,1363,0,1363,1,0,2,5,2,2.0,439.0,81,0,241500
634,7,6,1975,1975,0.0,836,0,836,1,0,2,4,0,1.0,308.0,0,30,120000
516,7,5,1993,1994,246.0,1062,887,1949,2,1,3,8,1,2.0,574.0,156,90,236000
1465,6,5,1997,1998,0.0,1337,0,1337,2,0,2,5,1,2.0,522.0,0,68,177000
1560,7,5,2006,2006,27.0,1670,0,1670,2,0,3,7,1,3.0,690.0,144,60,240000
597,8,5,2005,2005,210.0,1721,0,1721,2,0,3,7,0,2.0,554.0,168,27,232698
195,8,5,2005,2006,198.0,1590,0,1590,2,1,2,6,0,3.0,754.0,176,80,294900
1684,4,6,1956,1956,1.0,968,0,968,1,0,2,5,0,1.0,331.0,0,0,104500
909,6,5,2003,2003,170.0,848,0,848,1,0,1,3,0,2.0,420.0,140,0,136500
410,4,7,1896,1950,0.0,952,0,952,1,0,3,5,0,1.0,330.0,0,0,50138
96,6,5,1960,1960,54.0,1138,0,1138,1,0,3,6,1,2.0,480.0,0,0,148000
440,7,5,2006,2007,0.0,1689,0,1689,2,0,3,7,0,2.0,433.0,100,39,231713
988,6,7,1974,1997,0.0,1548,1066,2614,2,1,4,9,1,2.0,624.0,38,243,240000
156,8,5,1987,1987,0.0,1204,0,1204,2,0,2,5,0,2.0,461.0,120,70,130000
419,6,7,1921,1950,0.0,851,585,1436,1,0,3,7,1,1.0,228.0,184,0,141500
1851,7,5,2005,2005,0.0,1310,0,1310,2,0,3,6,1,2.0,400.0,0,0,164990
477,5,5,1971,1971,376.0,765,600,1365,1,1,2,6,0,2.0,440.0,240,36,122500
1905,5,7,1955,1955,0.0,872,521,1393,1,1,3,8,0,1.0,300.0,121,0,135500
668,6,5,1990,1991,304.0,1364,1319,2683,2,1,4,9,2,2.0,473.0,237,251,290000
1067,6,5,1993,1994,0.0,910,732,1642,2,1,3,7,1,2.0,392.0,290,84,168000
1922,6,7,1939,1950,0.0,608,524,1132,1,0,2,5,0,1.0,240.0,0,0,134000
2031,5,6,1971,2008,0.0,1078,0,1078,1,1,3,6,1,2.0,500.0,0,0,149900
447,8,5,2000,2000,40.0,1454,482,1936,2,1,3,7,1,2.0,504.0,188,124,230500
553,5,5,1959,1959,150.0,1143,0,1143,1,0,3,6,0,1.0,308.0,0,0,136000
178,7,5,1993,1994,651.0,1325,1093,2418,2,1,3,9,1,3.0,983.0,250,154,341000
390,6,5,1978,1978,0.0,1318,584,1902,2,0,4,8,0,2.0,539.0,0,0,112000
578,8,5,2000,2000,0.0,1652,0,1652,2,0,2,6,0,2.0,499.0,96,48,251000
1041,7,5,1999,1999,218.0,713,739,1452,2,1,3,6,0,2.0,506.0,0,34,156000
1941,6,5,2002,2002,99.34802631578947,860,1100,1960,2,1,4,8,2,2.0,440.0,288,48,216500
1319,7,5,2004,2004,0.0,744,630,1374,2,1,3,7,1,2.0,400.0,100,0,184500
2032,6,7,1977,1977,0.0,1285,0,1285,2,0,3,6,1,2.0,473.0,375,26,190000
938,6,5,2000,2000,0.0,953,711,1664,2,1,3,7,1,2.0,460.0,100,40,172400
820,6,8,1948,2004,0.0,816,408,1224,1,0,3,5,0,1.0,280.0,414,0,132000
1873,7,5,1995,1996,22.0,804,670,1474,2,1,3,7,1,2.0,400.0,120,72,168500
1134,7,8,1879,1987,0.0,1312,1142,2454,2,0,3,8,1,2.0,576.0,0,148,185000
1540,8,7,1993,1993,0.0,1352,1168,2520,2,1,5,10,1,3.0,796.0,209,55,310000
664,8,5,1994,1995,0.0,1624,0,1624,2,0,2,5,1,3.0,757.0,0,114,262000
142,5,8,1962,2010,0.0,1040,0,1040,1,1,3,6,0,1.0,260.0,0,104,127000
1556,7,5,1992,1992,0.0,1061,862,1923,2,1,3,8,1,2.0,564.0,240,39,190000
1466,4,6,1958,1958,0.0,838,477,1315,2,0,3,5,0,2.0,436.0,0,0,99500
864,7,5,2002,2002,199.0,878,884,1762,2,1,3,6,0,2.0,591.0,320,54,222000
421,6,5,2004,2004,0.0,1158,0,1158,1,1,3,5,0,2.0,576.0,0,50,158000
636,6,5,1990,1990,104.0,816,0,816,1,0,3,5,0,0.0,0.0,0,32,118500
2034,6,5,1997,1997,0.0,1494,0,1494,2,0,3,6,0,2.0,576.0,168,27,217000
799,7,5,2005,2005,0.0,866,902,1768,2,1,3,7,0,2.0,603.0,0,108,226700
1583,8,5,1996,1996,402.0,1236,1104,2340,2,1,4,9,1,3.0,787.0,192,180,306000
615,8,5,2007,2007,0.0,1338,0,1338,2,0,3,6,0,2.0,598.0,0,141,208900
294,7,5,1975,1975,0.0,1055,0,1055,2,0,2,4,1,2.0,440.0,0,27,123000
963,6,5,2009,2009,76.0,612,612,1224,2,1,2,4,0,2.0,528.0,0,234,173733
1425,7,5,2006,2007,0.0,1662,0,1662,2,0,3,8,1,3.0,711.0,168,120,291000
1953,8,6,1989,1989,0.0,1034,0,1034,1,0,1,4,1,2.0,598.0,141,36,185000
88,5,5,1969,1969,128.0,1336,0,1336,2,0,3,6,1,2.0,502.0,312,11,163000
41,10,5,2006,2006,99.34802631578947,2076,0,2076,2,1,2,7,1,3.0,850.0,216,229,465000
1850,8,5,1992,1993,309.0,1105,1097,2202,2,1,4,9,1,2.0,517.0,0,65,263000
1986,7,7,1980,1980,278.0,1153,1200,2353,2,1,4,10,1,2.0,484.0,288,195,260000
131,5,7,1939,2006,0.0,676,676,1352,2,0,4,7,0,2.0,720.0,187,0,149000
1036,8,5,2005,2006,473.0,1778,0,1778,2,0,2,5,1,2.0,495.0,123,53,375000
409,6,7,1914,2006,0.0,773,582,1355,1,1,3,7,0,0.0,0.0,136,0,127000
1418,8,5,2007,2007,0.0,2122,0,2122,2,1,2,7,1,3.0,938.0,130,142,345474
1904,5,7,1952,1952,0.0,1148,0,1148,1,0,2,6,0,1.0,308.0,0,0,123500
1561,8,5,2006,2007,0.0,2140,0,2140,2,1,3,8,0,3.0,894.0,136,32,360000
1538,5,6,1963,1963,0.0,1075,0,1075,1,0,3,6,0,2.0,440.0,64,0,148000
164,5,7,1957,1957,0.0,816,0,816,1,0,2,5,0,1.0,308.0,0,0,129900
724,5,5,1971,1971,142.0,630,672,1302,2,1,3,6,0,1.0,280.0,0,0,112000
290,5,5,1970,1970,0.0,1652,0,1652,2,0,4,8,0,3.0,928.0,0,0,146500
1173,7,6,1960,1960,128.0,1329,0,1329,1,1,3,5,2,2.0,441.0,0,0,176000
1575,4,5,1951,1951,0.0,1220,0,1220,1,0,2,6,0,2.0,396.0,0,0,102000
1947,7,5,1989,1989,145.0,1644,0,1644,2,0,2,5,1,2.0,569.0,80,0,275000
1824,7,5,2004,2005,0.0,1488,0,1488,2,0,2,6,1,2.0,506.0,168,50,260000
1395,5,7,1957,1957,0.0,1347,0,1347,1,0,3,6,0,2.0,551.0,0,0,143000
778,8,5,2007,2008,200.0,1704,0,1704,2,0,3,7,1,3.0,772.0,0,50,306000
839,8,5,2002,2002,886.0,1922,0,1922,2,0,2,6,1,3.0,692.0,201,64,282000
348,8,5,2006,2007,428.0,1795,0,1795,2,0,2,7,1,3.0,895.0,0,49,147000
1997,7,5,2002,2002,144.0,936,840,1776,2,1,3,7,1,2.0,474.0,144,96,192500
571,8,5,1999,2000,456.0,764,677,1441,2,1,2,5,0,2.0,492.0,206,0,174000
917,6,5,1978,1978,92.0,918,765,1683,2,1,3,7,1,2.0,440.0,243,0,172500
1960,7,5,1996,1997,0.0,1065,984,2049,2,1,4,9,1,2.0,467.0,120,48,210900
1937,5,6,1953,1953,0.0,1319,0,1319,1,0,3,5,0,1.0,270.0,66,0,123000
1507,6,5,1953,1953,0.0,1068,541,1609,1,1,5,7,0,1.0,305.0,0,0,149900
1798,6,6,1960,1960,198.0,1179,0,1179,1,0,2,5,0,2.0,622.0,0,0,110000
1350,7,5,1999,1999,0.0,1337,0,1337,2,0,2,5,1,2.0,511.0,203,68,184000
1893,5,7,1910,1950,0.0,796,0,796,1,0,2,4,0,0.0,0.0,328,0,85000
136,5,8,1875,1996,0.0,780,240,1020,1,0,2,6,0,0.0,0.0,0,0,94000
458,8,5,1995,1996,0.0,1616,0,1616,2,0,2,5,1,2.0,608.0,237,152,236500
375,5,5,1953,1953,0.0,950,0,950,1,0,2,5,0,2.0,400.0,0,32,130000
1375,6,5,2005,2006,256.0,1362,0,1362,2,0,2,6,1,2.0,460.0,192,28,207000
333,6,6,1916,1994,0.0,1445,689,2134,2,0,5,10,0,2.0,441.0,0,60,214500
1339,5,8,1939,1952,0.0,899,423,1322,1,0,4,7,0,1.0,280.0,0,0,132000
1190,5,6,1959,1959,164.0,984,0,984,1,0,2,5,0,1.0,308.0,0,0,110000
1975,5,5,1953,1953,0.0,773,0,773,1,0,2,4,0,1.0,240.0,0,0,110000
2006,6,5,1973,1973,158.0,483,504,987,1,1,2,5,0,1.0,264.0,0,0,100000
1797,6,6,1925,1980,0.0,1103,0,1103,1,0,2,5,1,2.0,440.0,166,120,110500
816,6,5,2000,2000,513.0,756,756,1512,2,1,2,4,0,2.0,440.0,0,32,180000
1269,7,8,1959,1997,0.0,1801,0,1801,2,0,1,6,2,2.0,484.0,0,54,289000
605,7,6,1966,1966,202.0,1200,0,1200,2,0,3,6,1,2.0,440.0,0,0,163500
1906,6,6,1976,1976,0.0,1044,0,1044,1,0,3,7,1,2.0,528.0,228,0,133500
1812,6,4,1989,1989,232.0,1313,1246,2559,2,1,4,9,1,2.0,506.0,0,245,209000
1336,6,5,1960,1960,30.0,1478,0,1478,2,0,3,6,2,2.0,498.0,0,40,157500
910,6,8,1972,2007,510.0,483,504,987,1,1,2,5,0,1.0,264.0,250,0,118000
1602,7,5,2002,2003,44.0,824,1070,1894,2,1,4,8,1,2.0,510.0,0,40,214900
1982,4,7,1972,1972,0.0,630,0,630,1,0,1,3,0,0.0,0.0,88,0,81000
1357,5,7,1975,1975,161.0,1621,0,1621,2,0,3,7,2,2.0,478.0,0,0,213000
328,8,5,1992,1993,0.0,3228,0,3228,3,0,4,10,1,2.0,546.0,264,75,430000
1063,7,5,2005,2005,226.0,1541,0,1541,2,0,3,7,1,2.0,532.0,0,70,220000
318,9,5,2007,2007,0.0,1800,0,1800,2,0,2,7,0,2.0,702.0,288,136,239000
1569,9,5,2008,2008,284.0,1743,0,1743,2,0,3,8,1,3.0,927.0,168,45,335000
1511,4,6,1956,1956,0.0,882,0,882,1,0,1,4,0,0.0,0.0,0,0,103200
1778,6,5,1983,1983,100.0,1338,0,1338,1,1,2,5,1,2.0,576.0,0,0,156500
167,6,6,1978,1978,0.0,855,586,1441,2,1,3,7,1,2.0,440.0,28,0,148500
12,5,7,1880,2007,0.0,1288,728,2016,1,0,4,7,1,2.0,576.0,0,0,131000
1979,8,5,2006,2006,208.0,1636,0,1636,2,0,3,8,1,3.0,865.0,0,60,255000
171,6,7,1920,1950,0.0,752,624,1376,1,0,3,7,0,2.0,576.0,0,54,165000
649,6,7,1900,1950,0.0,1090,917,2007,2,0,3,8,0,1.0,357.0,0,235,160000
1090,7,7,1940,1950,0.0,1207,1196,2403,2,0,4,10,2,1.0,349.0,56,0,244400
260,3,2,1940,1966,0.0,1306,0,1306,1,0,3,6,0,0.0,0.0,263,0,76500
1244,8,5,2002,2002,99.34802631578947,878,1126,2004,2,1,4,8,1,3.0,644.0,0,48,257500
1446,6,6,1957,1957,143.0,1105,0,1105,1,0,3,5,0,1.0,308.0,0,0,135000
901,4,5,1955,1955,0.0,784,0,784,1,0,2,4,0,0.0,0.0,112,0,91900
672,5,5,1994,1994,0.0,990,0,990,1,0,3,5,0,1.0,299.0,0,64,126000
258,3,5,1900,1970,0.0,1014,685,1699,2,0,3,7,0,2.0,420.0,0,74,95000
1545,5,5,1974,1974,0.0,896,896,1792,2,2,4,8,0,0.0,0.0,32,45,136000
844,8,5,2006,2007,99.34802631578947,1550,0,1550,2,1,2,5,0,2.0,528.0,0,102,207500
867,9,5,2008,2008,284.0,1506,0,1506,2,0,2,6,1,2.0,592.0,0,174,264132
1225,7,7,1958,2001,125.0,1312,0,1312,1,1,3,6,1,2.0,495.0,0,304,186000
138,10,5,2006,2006,662.0,1528,1862,3390,3,1,5,10,1,3.0,758.0,204,34,545224
893,5,5,1900,1950,0.0,1422,915,2337,2,0,5,10,0,2.0,560.0,0,57,90000
1946,6,9,1958,2007,0.0,951,0,951,1,0,2,6,0,2.0,480.0,0,0,143500
549,4,4,1966,1966,0.0,1056,0,1056,1,0,2,5,0,1.0,384.0,0,42,107000
319,7,5,1993,1994,320.0,1108,1089,2197,2,1,4,9,1,3.0,783.0,385,99,287500
1566,7,5,2000,2000,23.0,1168,1619,2787,4,2,6,8,2,4.0,820.0,312,0,269500
1998,6,7,1977,2000,126.0,1602,0,1602,2,0,3,8,1,2.0,529.0,240,0,215000
1208,5,5,1967,1967,340.0,1073,0,1073,1,0,3,6,0,1.0,270.0,0,90,120000
558,7,9,1926,2004,0.0,1276,804,2080,1,1,3,9,2,1.0,282.0,0,0,234000
139,6,8,1912,2009,0.0,780,780,1560,1,1,3,7,0,0.0,0.0,344,0,159900
1780,7,6,1977,1977,0.0,1161,808,1969,2,1,3,8,1,2.0,534.0,0,0,190000
531,8,5,2001,2002,136.0,1296,0,1296,2,0,2,6,0,2.0,471.0,192,25,220000
224,7,5,1999,2000,0.0,774,656,1430,2,1,3,7,1,2.0,400.0,0,0,156000
723,6,7,1917,2007,0.0,664,624,1288,1,0,3,5,1,1.0,280.0,0,103,119000
1761,5,7,1968,1968,182.0,1008,0,1008,1,0,3,6,0,1.0,384.0,144,0,139500
325,6,8,1920,1950,0.0,755,755,1510,1,0,3,6,0,1.0,216.0,0,0,149000
1944,7,5,2007,2008,20.0,1246,0,1246,2,0,2,5,1,2.0,428.0,100,24,187687
714,7,5,1969,1969,168.0,1164,0,1164,1,1,3,6,0,2.0,528.0,0,0,140000
846,7,5,2005,2006,16.0,1248,0,1248,2,0,2,5,0,2.0,438.0,108,0,167240
193,7,5,1976,1976,189.0,1370,0,1370,2,0,3,6,1,2.0,479.0,0,0,152000
573,7,7,1925,1990,0.0,832,809,1641,1,1,3,6,1,2.0,546.0,0,0,178000
946,7,5,1987,1987,177.0,1433,0,1433,1,1,1,4,2,2.0,528.0,0,278,270000
503,4,4,1953,1953,0.0,936,0,936,1,0,2,4,0,2.0,576.0,0,32,93000
1760,7,5,1998,1998,0.0,751,631,1382,2,1,3,7,1,2.0,396.0,256,0,177500
1848,6,7,1940,1985,0.0,983,767,1750,2,0,4,7,0,1.0,423.0,245,0,160000
1834,6,5,1971,1971,381.0,525,567,1092,1,1,3,6,0,1.0,264.0,0,0,88000
3,5,5,2006,2007,0.0,744,700,1444,2,1,3,7,0,2.0,400.0,100,0,174000
1923,6,6,1956,1956,244.0,1024,0,1024,1,0,2,5,2,1.0,313.0,0,0,157500
467,4,4,1910,1950,0.0,981,779,1760,1,1,4,7,1,2.0,648.0,120,0,80000
5,6,6,1966,2002,0.0,1888,0,1888,2,1,2,6,1,2.0,578.0,0,0,190000
1588,7,6,1986,1986,340.0,1501,0,1501,2,0,2,6,1,2.0,512.0,240,0,241500
547,5,4,1936,1950,0.0,896,448,1344,1,0,3,7,0,1.0,240.0,200,114,115000
228,5,5,1941,1950,0.0,760,595,1355,2,0,3,5,0,2.0,528.0,0,0,140000
542,5,7,1940,1999,0.0,808,547,1355,2,0,4,6,0,0.0,0.0,140,0,127500
242,6,5,2005,2006,256.0,1362,0,1362,2,0,2,6,1,2.0,460.0,192,28,194700
898,5,6,1959,1959,0.0,1256,0,1256,1,1,3,6,0,1.0,311.0,0,240,159000
1164,10,5,2008,2008,200.0,2402,0,2402,2,0,2,10,2,3.0,672.0,0,72,555000
1222,5,5,1956,1956,0.0,882,0,882,1,0,2,4,0,1.0,308.0,0,45,97000
1562,5,8,1965,1999,0.0,1265,0,1265,2,0,3,6,1,2.0,502.0,0,92,179900
842,9,5,2008,2008,492.0,1866,0,1866,2,0,2,7,1,3.0,870.0,0,48,336860
1455,7,5,1999,1999,360.0,757,744,1501,2,1,3,6,0,2.0,440.0,0,0,179400
1185,6,5,1991,1991,88.0,1294,0,1294,2,0,3,6,0,2.0,496.0,112,51,179200
2022,6,5,1969,1969,312.0,1844,0,1844,2,0,3,7,1,2.0,540.0,0,73,223000
661,9,5,2001,2002,134.0,1366,581,1947,2,1,3,7,1,3.0,725.0,168,116,274000
1874,6,5,1995,1995,0.0,781,890,1671,2,1,3,7,1,2.0,423.0,0,84,170000
314,5,5,1962,1962,0.0,1696,0,1696,1,1,3,8,1,1.0,349.0,0,30,143900
691,6,5,1994,1994,0.0,636,684,1320,2,1,3,6,0,2.0,472.0,0,40,150000
1543,7,5,2005,2005,0.0,1026,932,1958,2,1,3,9,1,3.0,936.0,154,210,250000
424,6,7,1965,2000,0.0,1565,0,1565,2,0,3,7,2,1.0,299.0,200,25,185900
594,8,5,2008,2008,36.0,1566,0,1566,2,0,3,7,0,2.0,750.0,144,168,262500
2016,5,8,1963,1995,0.0,912,0,912,1,0,3,6,0,1.0,300.0,0,0,129000
622,10,5,2006,2007,230.0,1718,0,1718,2,0,3,7,1,3.0,786.0,216,48,337500
1265,6,5,1961,1961,291.0,1254,0,1254,1,0,3,6,1,2.0,525.0,0,0,158500
1891,5,5,2005,2006,0.0,1090,0,1090,1,1,2,5,0,2.0,450.0,0,49,157000
227,9,5,2005,2007,245.0,1134,1370,2504,2,1,4,11,1,3.0,656.0,144,39,325000
1554,5,6,1953,1953,84.0,1152,0,1152,1,1,3,6,0,2.0,636.0,0,0,137500
1364,7,5,2003,2003,0.0,1362,720,2082,2,1,3,6,0,2.0,484.0,280,238,200000
